idx,stem,human_label,y_bad,defects_raw,p_bad,threshold,pool_size,err_type,dim_stiff,dim_fidelity,dim_jerky,dim_physics,dim_limbs_frozen,dim_impossible_obj,dim_temporal_consist,dim_motion_discont,dim_size_change,dim_frame_jump,def_impossible_obj,def_size_change,def_frame_jump,def_physics,def_fidelity
134,8b2f05b7a7fd2942e07d97898d7849ce,good,0,,0.0183,0.1481,600,,0.0006,0.0597,0.2189,0.1888,0.023,0.0001,0.0597,0.074,0.0001,0.148,0,0,0,0,0
135,a0cfee6c2607476b6c263b79bbfe5c95,good,0,,0.0017,0.1481,600,,0.0,0.0665,0.3775,0.2197,0.023,0.0015,0.0665,0.074,0.0003,0.148,0,0,0,0,0
136,d4761c49951dd92105ee8c32116af943,good,0,,0.0038,0.1481,600,,0.0373,0.0428,0.2964,0.1345,0.1192,0.0,0.0428,0.074,0.0,0.148,0,0,0,0,0
137,a07a1ebf789d469386d136528e936d3e,good,0,,0.016,0.1481,600,,0.0067,0.0602,0.2344,0.1114,0.0141,0.0002,0.0602,0.0823,0.011,0.1645,0,0,0,0,0
138,0a26bbeb9989d78df52a9e35aa63ea89,good,0,,0.0217,0.1481,600,,0.0001,0.0827,0.3887,0.2189,0.0141,0.0,0.0827,0.0823,0.0,0.1645,0,0,0,0,0
139,2aff94aaf78b052a5d3f4e85bcad3aa0,good,0,,0.0028,0.1481,600,,0.0025,0.1299,0.1744,0.0918,0.0141,0.0012,0.1299,0.0338,0.0015,0.0675,0,0,0,0,0
140,8d4ef01a412d8102af2beb85c48b0221,good,0,,0.0142,0.1481,600,,0.0001,0.0477,0.2811,0.1114,0.0019,0.0,0.0477,0.0596,0.0002,0.1192,0,0,0,0,0
141,c5043a50f76a905b567a88298735b3b7,good,0,,0.0,0.1481,600,,0.0003,0.1475,0.3112,0.3264,0.011,0.0015,0.1475,0.1114,0.0002,0.2227,0,0,0,0,0
142,1a01396b6abd7ed3532f37039ec801de,good,0,,0.0112,0.1481,600,误杀FP,0.0032,0.0982,0.3257,0.5112,0.0474,0.7773,0.0982,0.1114,0.0007,0.2227,0,0,0,0,0
143,c714495f8ca45cbea70dadaf0bf3e63d,good,0,,0.0,0.1481,600,,0.023,0.0598,0.3656,0.1225,0.3208,0.0,0.0598,0.0267,0.0003,0.0534,0,0,0,0,0
144,bd0a4c4b4e6805ac99c87defc39648bb,good,0,,0.0302,0.1481,600,,0.0019,0.366,0.2963,0.2968,0.0006,0.0009,0.366,0.0823,0.0474,0.1645,0,0,0,0,0
145,36b8bd4b6786111c8efd762a3ecc63ff,good,0,,0.0,0.1481,600,,0.0003,0.0827,0.3112,0.1753,0.0041,0.0019,0.0827,0.074,0.0086,0.148,0,0,0,0,0
146,26912a2d7c25c805600dbe0a8eaaf565,good,0,,0.1138,0.1481,600,误杀FP,0.0141,0.0339,0.1009,0.0338,0.0293,0.0,0.0339,0.0426,0.0001,0.0851,0,0,0,0,0
147,0c37ab9ca5f54bc5d73dc03582e724ae,good,0,,0.0112,0.1481,600,,0.011,0.0431,0.0823,0.1009,0.0086,0.0,0.0431,0.0267,0.0007,0.0534,0,0,0,0,0
148,9da54a5231118605b791a7dcfe7d4a55,good,0,,0.0138,0.1481,600,,0.0001,0.0381,0.2344,0.2336,0.0293,0.0293,0.0381,0.03,0.0001,0.0601,0,0,0,0,0
149,5697277c0a4f1a7d1e52acb7cb356816,good,0,,0.0818,0.1481,600,误杀FP,0.0,0.0427,0.3113,0.0379,0.0,0.0,0.0427,0.0665,0.0003,0.133,0,0,0,0,0
150,6d371ae512784db5bd02ead0f72a8c7b,good,0,,0.0079,0.1481,600,,0.018,0.0413,0.2189,0.1605,0.1824,0.0001,0.0413,0.0166,0.0003,0.0331,0,0,0,0,0
151,8498d088551eb2c422404070d1c2a993,good,0,,0.0278,0.1481,600,,0.0002,0.0916,0.2964,0.1743,0.0141,0.0,0.0916,0.0338,0.0001,0.0675,0,0,0,0,0
152,329215b9e12f7c8263586ca178f0fd50,good,0,,0.0279,0.1481,600,,0.0,0.0426,0.2037,0.0741,0.0002,0.0001,0.0426,0.0338,0.0003,0.0675,0,0,0,0,0
153,3602b4d78dba24e5fec9856176cbc51c,good,0,,0.044,0.1481,600,,0.0086,0.1415,0.2037,0.1115,0.148,0.0002,0.1415,0.0301,0.0086,0.0601,0,0,0,0,0
154,74b97dbb3e6c58017a59c9f19a89a519,bad,1,,0.0181,0.1481,600,,0.0373,0.0916,0.25,0.6899,0.148,0.8176,0.0916,0.038,0.0006,0.0759,0,0,0,0,0
155,b356dd9155264f29e443081db6c291d8,good,0,,0.0927,0.1481,600,,0.0025,0.0924,0.1743,0.0596,0.0293,0.0,0.0924,0.074,0.0002,0.148,0,0,0,0,0
156,5155afed6c5e37f4bb7d198d74209c58,bad,1,还原度,0.0153,0.1481,600,漏检FN,0.0019,0.0381,0.2811,0.0596,0.0086,0.0001,0.0381,0.0534,0.0003,0.1067,0,0,0,0,1
157,10d1b254e9d379c30ac2ad2e41759b90,good,0,,0.011,0.1481,600,,0.0,0.0268,0.3112,0.074,0.018,0.0,0.0268,0.0187,0.0,0.0373,0,0,0,0,0
158,108317bf8c6f90603afac31602e4fad0,good,0,,0.0173,0.1481,600,,0.0001,0.1226,0.2656,0.2344,0.0019,0.0,0.1226,0.074,0.0,0.148,0,0,0,0,0
159,69ba1bd40cf177bb1c6d1638cd851123,good,0,,0.0175,0.1481,600,误杀FP,0.0012,0.0668,0.3529,0.8022,0.1192,0.982,0.0668,0.0665,0.0025,0.133,0,0,0,0,0
160,7ecde7d62e83e451d1ebe6ada2f8246e,good,0,,0.0427,0.1481,600,,0.0,0.0598,0.2963,0.1114,0.0009,0.0,0.0598,0.0823,0.0,0.1645,0,0,0,0,0
161,97fcc8c295203fd7fd679626f9796afe,good,0,,0.0335,0.1481,600,,0.0,0.0681,0.1604,0.1658,0.0007,0.0373,0.0681,0.0477,0.0759,0.0953,0,0,0,0,0
162,69c5e98c1661d2b63f5c69286014560c,good,0,,0.0,0.1481,600,,0.0001,0.1114,0.2964,0.3113,0.0019,0.0001,0.1114,0.0596,0.0001,0.1192,0,0,0,0,0
163,a02ea0b73346f9d9c3d75f728c650000,good,0,,0.0137,0.1481,600,误杀FP,0.0,0.0338,0.2656,0.7051,0.0067,0.6792,0.0338,0.0533,0.0003,0.1067,0,0,0,0,0
164,5a26453f1f09257db736412ad6843dd2,good,0,,0.0174,0.1481,600,,0.0015,0.0302,0.1888,0.0534,0.0474,0.0001,0.0302,0.0477,0.0019,0.0953,0,0,0,0,0
165,1005ac09a0c2b8af3bc343309e10d196,good,0,,0.0425,0.1481,600,,0.0032,0.0238,0.2037,0.0211,0.0293,0.0001,0.0238,0.0534,0.0003,0.1067,0,0,0,0,0
166,da1239e84e42b2fa80d800ded39ca990,good,0,,0.0205,0.1481,600,,0.0012,0.2844,0.2037,0.2964,0.0067,0.0002,0.2844,0.0596,0.0373,0.1192,0,0,0,0,0
167,e9cbf0317d9871dc7d9a2646ae3c0552,good,0,,0.0197,0.1481,600,,0.0067,0.0601,0.2344,0.2037,0.0601,0.0001,0.0601,0.0379,0.0019,0.0759,0,0,0,0,0
168,57183097556c9f7d1398401514f3445e,good,0,,0.0271,0.1481,600,误杀FP,0.0001,0.1228,0.2037,0.877,0.0009,0.9991,0.1228,0.1114,0.023,0.2227,0,0,0,0,0
169,91252488379e431e4e546b8b4ef39e5d,good,0,,0.0094,0.1481,600,,0.011,0.0271,0.2501,0.1345,0.0759,0.0001,0.0271,0.0477,0.0032,0.0953,0,0,0,0,0
170,d941b7eaf96255308edd7d910b2370fc,good,0,,0.0,0.1481,600,,0.0,0.0912,0.25,0.251,0.0025,0.0019,0.0912,0.074,0.0007,0.148,0,0,0,0,0
171,5dfb08edaaa0d8f32b53ebd05d9bc04b,good,0,,0.1356,0.1481,600,误杀FP,0.0052,0.1227,0.3991,0.1009,0.148,0.0,0.1227,0.0823,0.0002,0.1645,0,0,0,0,0
172,be745b4585aa81060cc021397509686b,good,0,,0.0116,0.1481,600,误杀FP,0.1824,0.0307,0.2037,0.0477,0.6225,0.0,0.0307,0.0534,0.0052,0.1067,0,0,0,0,0
173,23f0faf53041328a3544df9531d91124,good,0,,0.0371,0.1481,600,,0.0006,0.038,0.2344,0.0339,0.0019,0.0003,0.038,0.074,0.0001,0.148,0,0,0,0,0
174,09d03099262b2e28fd1ec7a5d0bda6cf,good,0,,0.0,0.1481,600,,0.0141,0.0665,0.2344,0.0534,0.0759,0.0,0.0665,0.0211,0.0001,0.0421,0,0,0,0,0
175,8fdc8f08450d64d73e4257202723b9ea,bad,1,还原度,0.0,0.1481,600,漏检FN,0.0067,0.0598,0.2811,0.1743,0.0759,0.0,0.0598,0.1009,0.0007,0.2018,0,0,0,0,1
176,5d967d66c4b38987b03efdbfd13c5b90,good,0,,0.0007,0.1481,600,,0.0067,0.0435,0.2189,0.1605,0.0759,0.0002,0.0435,0.0823,0.0012,0.1645,0,0,0,0,0
177,27ff8ae62190c296bf2f960ee50c7aa0,good,0,,0.0689,0.1481,600,,0.0,0.0741,0.2811,0.1345,0.0009,0.0,0.0741,0.0823,0.0004,0.1645,0,0,0,0,0
178,7596f2905408be6305a59546b2604a2c,good,0,,0.0068,0.1481,600,,0.0001,0.0211,0.25,0.0596,0.0086,0.0,0.0211,0.0533,0.0003,0.1067,0,0,0,0,0
179,96d74ea73166d008be4f6d8fd4edbae9,good,0,,0.01,0.1481,600,,0.0003,0.0426,0.2656,0.1226,0.0141,0.0,0.0426,0.0596,0.0001,0.1192,0,0,0,0,0
180,a0df33e1dc9b6e82c5ce979596574f24,bad,1,物理规律,0.0039,0.1481,600,漏检FN,0.0002,0.074,0.3257,0.1345,0.011,0.0001,0.074,0.0379,0.0,0.0759,0,0,0,1,0
181,ee3eee3ddbdcac9928a2b875cecfea81,good,0,,0.0096,0.1481,600,误杀FP,0.0,0.1009,0.2037,0.8975,0.0052,0.9968,0.1009,0.0533,0.0015,0.1067,0,0,0,0,0
182,aac4357d7a1298e52467b988482f4c2b,good,0,,0.0507,0.1481,600,,0.0003,0.1013,0.2344,0.2434,0.0067,0.018,0.1013,0.074,0.0001,0.148,0,0,0,0,0
183,bdc80307-9278-46e3-b79a-e36a0cc90134,good,0,,0.0031,0.1481,600,,0.0,0.0601,0.1114,0.1345,0.0003,0.0001,0.0601,0.0596,0.0003,0.1192,0,0,0,0,0
184,560356aee549541219c7fa0fe51b0632,good,0,,0.0384,0.1481,600,,0.0001,0.0483,0.2189,0.1345,0.0025,0.0001,0.0483,0.0596,0.0006,0.1192,0,0,0,0,0
185,f4ccd95acad3163010d52d055e6c2729,good,0,,0.003,0.1481,600,,0.0003,0.0301,0.1743,0.0596,0.0141,0.0,0.0301,0.013,0.0001,0.026,0,0,0,0,0
186,ff4b61e71513d60951806081045b0f79,good,0,,0.0174,0.1481,600,误杀FP,0.023,0.0345,0.353,0.0912,0.7311,0.0,0.0345,0.0823,0.0007,0.1645,0,0,0,0,0
187,a976578ec80fc76c833b39cf69ce41ad,good,0,,0.0213,0.1481,600,,0.0003,0.0379,0.2963,0.1114,0.0052,0.0,0.0379,0.021,0.0,0.0421,0,0,0,0,0
188,9ef6e9c7ddf8e9c5c4718f46d84e8ce1,good,0,,0.0429,0.1481,600,,0.0474,0.048,0.2037,0.0477,0.0953,0.0,0.048,0.0534,0.0001,0.1067,0,0,0,0,0
189,ab4e5b266a496a385dae62d628dc363a,good,0,,0.012,0.1481,600,,0.0007,0.0483,0.2811,0.0596,0.0293,0.0,0.0483,0.0267,0.0,0.0534,0,0,0,0,0
190,548f9d746a693744e15a623aa4900eb9,good,0,,0.0,0.1481,600,,0.0,0.0823,0.2811,0.1888,0.0015,0.0,0.0823,0.0912,0.0,0.1824,0,0,0,0,0
191,713763029e78e73d35995d3a607bd4fd,good,0,,0.0172,0.1481,600,,0.0007,0.0381,0.0823,0.1011,0.018,0.0003,0.0381,0.0338,0.0004,0.0675,0,0,0,0,0
192,3934a7f8e8e3168e1a8393f5603a88ef,good,0,,0.0035,0.1481,600,,0.0041,0.1114,0.3113,0.1471,0.023,0.0,0.1114,0.0426,0.0004,0.0851,0,0,0,0,0
193,1173770bbd92e30692e78b794ace2fc8,good,0,,0.0237,0.1481,600,,0.0003,0.2037,0.2037,0.0534,0.0032,0.0,0.2037,0.0267,0.0002,0.0534,0,0,0,0,0
194,9b8dc874aa67d757226f24b4aa1166e1,good,0,,0.1852,0.1481,600,误杀FP,0.0009,0.101,0.3257,0.1904,0.0086,0.0032,0.101,0.0912,0.0,0.1824,0,0,0,0,0
195,bb35cbb0ba721d73b03cc360b5de7e7e,good,0,,0.0035,0.1481,600,,0.0,0.1115,0.1604,0.1114,0.0003,0.0,0.1115,0.0379,0.0001,0.0759,0,0,0,0,0
196,db0208c36cc9d13e1035480a7f038939,good,0,,0.0026,0.1481,600,,0.0012,0.0226,0.1471,0.1753,0.023,0.0019,0.0226,0.0596,0.0032,0.1192,0,0,0,0,0
197,6a4ffbf9e091b930b7d2c2451f178f94,good,0,,0.0,0.1481,600,,0.0001,0.038,0.3112,0.1347,0.0019,0.0006,0.038,0.0596,0.0001,0.1192,0,0,0,0,0
198,f167e6d366170220e97c0c084ba2b0b6,good,0,,0.0036,0.1481,600,,0.0001,0.0554,0.2656,0.1472,0.0032,0.0001,0.0554,0.0426,0.0015,0.0851,0,0,0,0,0
199,09a16d8404631c07ab56e44aae4247e3,good,0,,0.0395,0.1481,600,,0.0009,0.0666,0.25,0.219,0.0052,0.0001,0.0666,0.0665,0.0009,0.133,0,0,0,0,0
200,107fd0c1-9521-4c8a-b2ed-d19b66823e0a,good,0,,0.0242,0.1481,600,,0.0,0.1009,0.2656,0.1888,0.0004,0.0,0.1009,0.0823,0.0001,0.1645,0,0,0,0,0
201,a41414c70b147feffd54efa0642d3783,good,0,,0.0,0.1481,600,,0.0,0.0665,0.2344,0.3396,0.0015,0.148,0.0665,0.0912,0.0041,0.1824,0,0,0,0,0
202,546c50df44ec958bc531f795d330900c,good,0,,0.0025,0.1481,600,,0.0019,0.1361,0.3529,0.25,0.0067,0.0001,0.1361,0.1114,0.0041,0.2227,0,0,0,0,0
203,b1cd135e2112a8db3aa86bd0d1fc68c0,good,0,,0.0548,0.1481,600,,0.0025,0.0433,0.2344,0.1226,0.018,0.0,0.0433,0.0596,0.0,0.1192,0,0,0,0,0
204,2309d91b4a58566414a1402d43ed0016,good,0,,0.0101,0.1481,600,,0.0004,0.1235,0.25,0.326,0.0086,0.0007,0.1235,0.074,0.0002,0.148,0,0,0,0,0
205,f30507070be4db6c61f32677d9736b93,good,0,,0.0,0.1481,600,,0.0141,0.0967,0.2965,0.3048,0.0759,0.0474,0.0967,0.0302,0.0012,0.0601,0,0,0,0,0
206,417b6772a0a6f5a046653516cefc4538,good,0,,0.0457,0.1481,600,,0.0373,0.0686,0.3257,0.1605,0.0759,0.0001,0.0686,0.0596,0.0006,0.1192,0,0,0,0,0
207,6bad751ce8b3518bcc2e386002e81a0e,good,0,,0.0,0.1481,600,,0.0015,0.0535,0.3529,0.1114,0.0086,0.0001,0.0535,0.0665,0.0,0.133,0,0,0,0,0
208,acf9a02b17a3a488e8cfb870be5cecca,good,0,,0.0,0.1481,600,,0.0,0.0823,0.3112,0.2189,0.0052,0.0,0.0823,0.0426,0.0,0.0851,0,0,0,0,0
209,404db31aa4f8fbb008c00dd0cd91aac1,good,0,,0.034,0.1481,600,,0.0474,0.1203,0.2811,0.1744,0.0759,0.0001,0.1203,0.0912,0.011,0.1824,0,0,0,0,0
210,78a41a88a20496a85a8ba08795a85f32,good,0,,0.0238,0.1481,600,,0.011,0.1029,0.2812,0.0823,0.0293,0.0001,0.1029,0.0301,0.0002,0.0601,0,0,0,0,0
211,7627652d74bca2f5eee792183f782ade,good,0,,0.0249,0.1481,600,,0.0067,0.2081,0.3113,0.1471,0.0041,0.0,0.2081,0.074,0.0007,0.148,0,0,0,0,0
212,03cd8d4c0f49b0a522b8790a39a4540c,good,0,,0.1771,0.1481,600,误杀FP,0.0373,0.0824,0.2656,0.1345,0.018,0.0001,0.0824,0.0912,0.0012,0.1824,0,0,0,0,0
213,db175ecc2edfe41fd4ca01a292eaaef8,good,0,,0.0037,0.1481,600,,0.0041,0.043,0.1888,0.1345,0.0293,0.0001,0.043,0.0238,0.0032,0.0474,0,0,0,0,0
214,2c59ea46c460990b56da779b2c0b0201,good,0,,0.0,0.1481,600,,0.0,0.0629,0.1009,0.1009,0.0009,0.0001,0.0629,0.0338,0.0019,0.0675,0,0,0,0,0
215,1b2a5c69c0ecf7a9a8d1d3284efa5165,good,0,,0.0016,0.1481,600,,0.023,0.0271,0.2189,0.0823,0.2227,0.0001,0.0271,0.0338,0.0006,0.0675,0,0,0,0,0
216,65f5000ee57700826a877a21f4cce2db,good,0,,0.0034,0.1481,600,,0.0025,0.0489,0.1345,0.3614,0.011,0.5,0.0489,0.0426,0.0067,0.0851,0,0,0,0,0
217,681437952bec7369923599d55a148be6,good,0,,0.1562,0.1481,600,误杀FP,0.0006,0.0823,0.2656,0.1009,0.011,0.0001,0.0823,0.0665,0.0002,0.133,0,0,0,0,0
218,463f345a99f1f3f2520966a2ba0fb433,good,0,,0.014,0.1481,600,,0.023,0.1708,0.3113,0.1472,0.0953,0.0001,0.1708,0.0534,0.0002,0.1067,0,0,0,0,0
219,557304ea70fff117fa0d8a56d6746e8a,good,0,,0.0574,0.1481,600,,0.0086,0.1009,0.3396,0.1471,0.0474,0.0,0.1009,0.0912,0.0001,0.1824,0,0,0,0,0
220,ca6be31640a1c6c4f3e05be925171e33,good,0,,0.027,0.1481,600,,0.0007,0.0477,0.3113,0.0666,0.023,0.0003,0.0477,0.0301,0.0003,0.0601,0,0,0,0,0
221,34a6215c8e22f61dde8ddcc2008e24e8,good,0,,0.0599,0.1481,600,,0.0373,0.0597,0.25,0.0665,0.0759,0.0001,0.0597,0.0596,0.0002,0.1192,0,0,0,0,0
222,e3cb3f5f53d007da9f1a701dbd72c21b,good,0,,0.0238,0.1481,600,误杀FP,0.2227,0.1351,0.2504,0.5152,0.1824,0.4378,0.1351,0.0537,0.0474,0.1067,0,0,0,0,0
223,783d747f-a49e-49bb-a11f-95b40172d786,good,0,,0.022,0.1481,600,,0.0012,0.0536,0.1888,0.1604,0.0086,0.0001,0.0536,0.0187,0.0002,0.0373,0,0,0,0,0
224,9addd840f7918e75028e3185ee429d99,good,0,,0.0,0.1481,600,,0.0,0.0187,0.2656,0.1225,0.0015,0.0,0.0187,0.0267,0.0,0.0534,0,0,0,0,0
225,6abf39867031b35bf759a081908df082,good,0,,0.0205,0.1481,600,,0.0007,0.0824,0.2037,0.0928,0.0141,0.0032,0.0824,0.1471,0.0025,0.2942,0,0,0,0,0
226,676c9774addd9c2e807393c7f3c832e5,good,0,,0.0007,0.1481,600,,0.0003,0.0824,0.1604,0.1472,0.0009,0.0002,0.0824,0.03,0.0012,0.0601,0,0,0,0,0
227,629c26f68ce524bb6ce0e18db7f0141e,good,0,,0.12,0.1481,600,误杀FP,0.0003,0.0534,0.2811,0.2038,0.0025,0.0003,0.0534,0.074,0.0041,0.148,0,0,0,0,0
228,35fae518197827249a4c3538b895ff40,good,0,,0.0197,0.1481,600,,0.0025,0.1753,0.3396,0.2189,0.018,0.0,0.1753,0.0913,0.0002,0.1824,0,0,0,0,0
229,5c9dea26d7952d759e00afcfe7c16ad8,good,0,,0.1078,0.1481,600,,0.0019,0.0339,0.1471,0.0534,0.023,0.0,0.0339,0.0267,0.0007,0.0534,0,0,0,0,0
230,43b7a6a4842c509f256847ce6237893f,good,0,,0.002,0.1481,600,,0.0293,0.0601,0.3114,0.0825,0.0953,0.0006,0.0601,0.0666,0.0019,0.133,0,0,0,0,0
231,bd7a6c14280417b6ae1da098d2f57d91,bad,1,物理规律,0.0001,0.1481,600,漏检FN,0.018,0.0413,0.2656,0.101,0.023,0.0003,0.0413,0.0596,0.023,0.1192,0,0,0,1,0
232,8c811056e2951950bee397d6e0f5b635,good,0,,0.0193,0.1481,600,,0.0086,0.2346,0.2656,0.2345,0.023,0.0002,0.2346,0.1114,0.0032,0.2227,0,0,0,0,0
233,5e9241a3c3eb359379591b30754d6369,good,0,,0.025,0.1481,600,,0.0067,0.0824,0.3112,0.1604,0.0953,0.0,0.0824,0.074,0.0009,0.148,0,0,0,0,0
234,c7f84a96825b4cb0738a3d6a59881cc4,good,0,,0.0168,0.1481,600,,0.0041,0.1378,0.2964,0.2344,0.0067,0.0,0.1378,0.0665,0.0003,0.133,0,0,0,0,0
235,4dd4b51ebf99566530aded5f99f8b9e9,good,0,,0.0269,0.1481,600,,0.011,0.031,0.2811,0.0912,0.0953,0.0001,0.031,0.0211,0.0953,0.0421,0,0,0,0,0
236,7112db5d3f466bf73be570f3d905a9f6,good,0,,0.0059,0.1481,600,,0.0141,0.056,0.2189,0.0912,0.148,0.0001,0.056,0.0426,0.0032,0.0851,0,0,0,0,0
237,c9317295aa7bc69d11804f1d08730725,good,0,,0.0415,0.1481,600,,0.0019,0.0543,0.2811,0.1888,0.0474,0.0,0.0543,0.0823,0.0002,0.1645,0,0,0,0,0
238,0f5d8e9c48a72c1f47515856dee01cb2,good,0,,0.0,0.1481,600,,0.0001,0.1226,0.1888,0.1471,0.0032,0.0,0.1226,0.0379,0.0001,0.0759,0,0,0,0,0
239,44789e7eb4941f6d973166162598becd,good,0,,0.0289,0.1481,600,,0.0052,0.1497,0.3396,0.1226,0.0141,0.0001,0.1497,0.0477,0.0006,0.0953,0,0,0,0,0
240,b64b566ecd1adf90f395bb6cb8807881,good,0,,0.0459,0.1481,600,,0.0086,0.1011,0.3257,0.2344,0.023,0.0001,0.1011,0.1114,0.0001,0.2227,0,0,0,0,0
241,8cf916d2a30747353166bc7b9ed33adf,good,0,,0.0137,0.1481,600,,0.0015,0.043,0.2656,0.0912,0.0293,0.0001,0.043,0.0379,0.0002,0.0759,0,0,0,0,0
242,4de3bc2193cc8d88d12ceb588d8b7e0f,good,0,,0.015,0.1481,600,,0.0002,0.074,0.2656,0.2189,0.0086,0.0,0.074,0.0596,0.0006,0.1192,0,0,0,0,0
243,02e85eb23d7972c2e78b610a56993acc,good,0,,0.0085,0.1481,600,,0.0019,0.0389,0.2345,0.0426,0.0086,0.0,0.0389,0.0211,0.0001,0.0421,0,0,0,0,0
244,008ac3aaec076730ef03599250c0f9ae,good,0,,0.0208,0.1481,600,,0.0141,0.0651,0.2656,0.1744,0.0293,0.0002,0.0651,0.074,0.0041,0.148,0,0,0,0,0
245,02af1dd34990865eb3cb2ea6ee502992,good,0,,0.0,0.1481,600,,0.0009,0.1745,0.2811,0.2811,0.0032,0.0,0.1745,0.074,0.0,0.148,0,0,0,0,0
246,f885fb003684c8b8148577877333b6e0,good,0,,0.0,0.1481,600,误杀FP,0.0041,0.1228,0.3529,0.4867,0.0373,0.6792,0.1228,0.1345,0.0373,0.2689,0,0,0,0,0
247,ccfb17ea9c16e7e20f516c9453ba846f,good,0,,0.0109,0.1481,600,,0.018,0.0629,0.2344,0.0503,0.0601,0.0052,0.0629,0.0596,0.0032,0.1192,0,0,0,0,0
248,590e7bae3478f3986578d937e3d5f871,good,0,,0.0036,0.1481,600,,0.0,0.0534,0.1888,0.1345,0.0006,0.0,0.0534,0.0823,0.0001,0.1645,0,0,0,0,0
249,f92cfc41004d3e60a5bf5456cea2d497,good,0,,0.0,0.1481,600,,0.0003,0.1114,0.3112,0.1226,0.0141,0.0001,0.1114,0.0596,0.0001,0.1192,0,0,0,0,0
250,db9fc2e7819c4130b00a56bfa73820c8,good,0,,0.0158,0.1481,600,,0.0009,0.0592,0.1743,0.0913,0.0141,0.0002,0.0592,0.0211,0.0007,0.0421,0,0,0,0,0
251,5d878f9496e0debc41356d86057e951e,good,0,,0.0741,0.1481,600,,0.0007,0.0753,0.2344,0.2037,0.011,0.0,0.0753,0.1009,0.0003,0.2018,0,0,0,0,0
252,718f147dfd88dd935b559e76089c7d58,good,0,,0.021,0.1481,600,,0.0601,0.1751,0.3396,0.2664,0.0953,0.0015,0.1751,0.0596,0.011,0.1192,0,0,0,0,0
253,39077ffbabd60c44918172756921c2be,good,0,,0.051,0.1481,600,,0.0067,0.1921,0.3396,0.25,0.0373,0.0,0.1921,0.0426,0.0001,0.0851,0,0,0,0,0
254,7111897bdc6304194d409c1c9e4a224d,good,0,,0.0029,0.1481,600,,0.0032,0.0668,0.25,0.0912,0.0373,0.0001,0.0668,0.0267,0.0007,0.0534,0,0,0,0,0
255,58cfbc58310434f1c2341a3787df39c5,good,0,,0.0754,0.1481,600,,0.0052,0.1115,0.3655,0.2038,0.0759,0.0002,0.1115,0.1225,0.0007,0.2451,0,0,0,0,0
256,2646d325b247053ebd9fcf9a82e08be5,good,0,,0.0058,0.1481,600,,0.0003,0.0665,0.25,0.1471,0.018,0.0,0.0665,0.0596,0.0003,0.1192,0,0,0,0,0
257,0f17c5e74368942c2aeeb74bba709dbf,good,0,,0.0067,0.1481,600,,0.0009,0.0237,0.3887,0.0823,0.2227,0.0,0.0237,0.0267,0.0,0.0534,0,0,0,0,0
258,b1d21452989efdc410ee685c59c17ba2,good,0,,0.0497,0.1481,600,,0.0601,0.1914,0.3397,0.1226,0.3775,0.0001,0.1914,0.0823,0.0025,0.1645,0,0,0,0,0
259,fd36edaaf8173bc9ad8c6c0055760d26,good,0,,0.0174,0.1481,600,,0.0,0.0602,0.25,0.3396,0.0002,0.0,0.0602,0.0823,0.0001,0.1645,0,0,0,0,0
260,c4000a13af6e62536bac8cf85208a473,good,0,,0.2064,0.1481,600,误杀FP,0.0001,0.0477,0.3112,0.1471,0.0025,0.0,0.0477,0.074,0.0,0.148,0,0,0,0,0
261,796c9a88bcf6b9ad49381dd2b58c3151,good,0,,0.0,0.1481,600,,0.0052,0.1116,0.2811,0.0823,0.0373,0.0,0.1116,0.0741,0.0003,0.148,0,0,0,0,0
262,87ba567da4eb53b02ba17dd873ec5110,good,0,,0.0254,0.1481,600,,0.0002,0.101,0.2037,0.4699,0.0086,0.3775,0.101,0.0379,0.0009,0.0759,0,0,0,0,0
263,21db603a410e6a0f018955da12ecd884,good,0,,0.0,0.1481,600,,0.0004,0.0824,0.3112,0.2195,0.0019,0.0012,0.0824,0.0534,0.0006,0.1067,0,0,0,0,0
264,a382b5627f2d6e7a2e41401de17c0976,good,0,,0.1777,0.1481,600,误杀FP,0.0007,0.2376,0.2656,0.2344,0.0086,0.0,0.2376,0.1114,0.0009,0.2227,0,0,0,0,0
265,310bd0291399b5b265334944c9260bac,good,0,,0.0317,0.1481,600,,0.0001,0.0823,0.2037,0.1604,0.0015,0.0,0.0823,0.1114,0.0002,0.2227,0,0,0,0,0
266,c4962638e9a009b5c33b3bf43197f10a,good,0,,0.0037,0.1481,600,,0.0007,0.0823,0.2811,0.1345,0.0052,0.0,0.0823,0.0426,0.0004,0.0851,0,0,0,0,0
267,f507b61071074892ab1dce9815a06495,good,0,,0.0,0.1481,600,误杀FP,0.0002,0.101,0.1114,0.8521,0.0041,0.9985,0.101,0.0823,0.0012,0.1645,0,0,0,0,0
268,22dd100a5e8bccb6a888ff211a11a698,good,0,,0.0093,0.1481,600,误杀FP,0.0015,0.1025,0.1888,0.656,0.0086,0.9047,0.1025,0.0534,0.0052,0.1067,0,0,0,0,0
269,39c321073b32f1b652c75f14caced2cb,good,0,,0.0054,0.1481,600,,0.0,0.0598,0.1471,0.1114,0.0003,0.0001,0.0598,0.0477,0.0015,0.0953,0,0,0,0,0
270,8b15d4516d22ed4c3ac8a50d501518bd,good,0,,0.0353,0.1481,600,,0.0006,0.0338,0.3396,0.1345,0.011,0.0,0.0338,0.0665,0.0,0.133,0,0,0,0,0
